BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
800439933121,1.0,-1,Vnt.,TG030,401821.0,Kavos virimo aparatas DELONGHI EC685W,LOG TRŪKUMAS,Sujungta,0,800439933121,Kavos virimo aparatas DELONGHI EC685W,EC685W
800439977187,1.0,-1,Vnt.,TG030,401666.0,"Virdulys DELONGHI KBJ2001W, 1.7l, baltas",LOG TRŪKUMAS,Sujungta,0,800439977187,"Virdulys DELONGHI KBJ2001W, 1.7l, baltas",KBJ2001W baltas
690144325099,1.0,1,Vnt.,TG057,400668.0,Mobilusis telefonas HUAWEI P20 64GB Twilight,LOG TRŪKUMAS,Sujungta,2,690144325099,Mob.tel. HUAWEI P20 64GB Twilight,P20 64GB Twiligh
400251548849,1.0,1,Vnt.,TG098,403495.0,Dulkių maišelis MIELE HyClean G/N 3D 09917730,LOG TRŪKUMAS,Sujungta,2,400251548849,Dulkių maišelis MIELE HyClean G/N 3D 099,HyClean G/N 3D 0
400251548849,1.0,1,Vnt.,TG098,403495.0,Dulkių maišelis MIELE HyClean G/N 3D 09917730,LOG BROKAS,Sujungta,2,400251548849,Dulkių maišelis MIELE HyClean G/N 3D 099,HyClean G/N 3D 0
109422164762,1.0,-1,Vnt.,TG079,402405.0,"Kavos virimo aparatas KRUPS XN1005 Nespresso Inissia, raudonas",LOG BROKAS,Nerasta TOPO sandėlyje,0,,,
505527703359,14.0,1,Vnt.,TG039,451913.0,Žaidimas Switch Team Sonic Racing,LOG BENDRAS,Sujungta,15,505527703359,Žaidimas Switch Team Sonic Racing,Žaidimas Switch 
190198914613,1.0,-1,Vnt.,TG012,451910.0,"Išmanusis laikrodis APPLE Watch 4 GPS, 40mm, Silver Alu Seashell Loop",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
031262065537,1.0,-1,Vnt.,TG054,401880.0,Masažuoklis HOMEDICS Shiatsu BMSC-1000H-EU,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
506014646582,1.0,1,Vnt.,TG112,451876.0,Žaidimas SWITCH Minecraft Story Mode - Season 2,LOG BENDRAS,Sujungta,2,506014646582,Žaidimas SWITCH Minecraft Story Mode - S,Žaidimas SWITCH 
871010385519,11.0,1,Vnt.,TG137,401920.0,Kavos virimo aparatas Saeco PicoBaristo SM5473/10,LOG BENDRAS,Sujungta,12,871010385519,Kavos virimo aparatas SAECO  PicoBaristo, PicoBaristo SM5
871010386437,1.0,-1,Vnt.,TG120,401950.0,Dantų šepetėlis PHILIPS HX6859/34,LOG BENDRAS,Sujungta,0,871010386437,Dantų šepetėlis PHILIPS Sonicare HX6859/,Sonicare HX6859/
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400251502801,Kaitlentė MIELE KM 6212 EDST stainless s,KM 6212 EDST sta
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400251518445,Kaitlentė MIELE KM 6322, KM 6322
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400251523741,Mikrob. krosnelė MIELE M 6260 TC D įmont,M 6260 TC D įmon
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523287239,"Ausinės PANASONIC RP-HTX80BE-C ant ausų,",RP-HTX80BE-C ant
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,501077713929,Vonios svarstyklės SALTER BAMBOO ELECTRO,BAMBOO ELECTRONI
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502379004378,Kaitlentė BEKO HII 64200 AT,HII 64200 AT
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502515503409,Dulkių siurblys šluota DYSON V10 Absolut,V10 Absolute
811138030926,2.0,1,Vnt.,TG049,401179.0,"Išmanioji apyrankė FITBIT CHARGE 3, Graphite/Black",LOG BENDRAS,Sujungta,3,811138030926,"Išmanioji apyrankė FITBIT CHARGE 3, Grap","CHARGE 3, Graphi"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523267812,"Ausinės PANASONIC RP-HJE125E-K į ausis,",RP-HJE125E-K į a
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523267831,"Ausinės PANASONIC RP-WF830EK ant ausų, w",RP-WF830EK ant a
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523274212,Telefonas PANASONIC KX-TG6811FXM,KX-TG6811FXM
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523278478,Telefonas PANASONIC KX-TGC212FXB,KX-TGC212FXB
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523282810,"Ausinės PANASONIC RP-TCM105E-P, į ausis,","RP-TCM105E-P, į "
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523284613,Barzdaskutė PANASONIC ES-SL33-S503,ES-SL33-S503
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523284890,"Ausinės PANASONIC RP-HF300ME-A ant ausų,",RP-HF300ME-A ant
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523285137,Muzikinis centras PANASONIC SC-UA7E-K,SC-UA7E-K
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523286526,"Ausinės PANASONIC RP-BTS10E-K, į ausis,","RP-BTS10E-K, į a"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,503091719689,Žaidimas XBOX ONE Call of Duty Infinite, Call of Duty In
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400482252320,Elektrinė pjaustyklė RITTER Sinus1,Sinus1
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,503783221804,Žaislas perinimo kiaušinis NURCHUMS Dide,Žaislas perinimo
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,503783230735,Žaislas perinimo kiaušinis NURCHUMS Maža,Žaislas perinimo
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,505037031207,Kokteilinė SCARLETT SC - JB146G20,SC - JB146G20
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,505037031398,Plaukų džiovintuvas SCARLETT SC - HD70IT,SC - HD70IT14
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,509920602391,"Pelė LOGITECH M705 ""Marathon"", bevielė ""","M705 ""Marathon"","
421020120367,11.0,1,Vnt.,TG114,421271.0,Dantų šepetėlis ORAl-B Genius 10000N White + USB kelioninis dėklas,LOG BENDRAS,Sujungta,12,421020120367,Dantų šepetėlis ORAl-B Genius 10000N Whi,Dantų šepetėlis 
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,509920605734,"Ausinės LOGITECH H111, su mikrofonu, sid","H111, su mikrofo"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,509920605867,"Kolonėlės LOGITECH Z533, 2.1, 60W, juodo","Z533, 2.1, 60W, "
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,570675102045,Radija DENVER TR-54 Black MK2,TR-54 Black MK2
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,570675103292,Veiksmo kamera DENVER ACK-8058W,ACK-8058W
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,590435629437,"Rašalinė ACJ EPSON T0711, juoda 15ml","EPSON T0711, juo"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,590619044400,Navigacija MODECOM FreeWAY SX2,FreeWAY SX2
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,590825683885,Radijo žadintuvas CAMRY CR 1156,CR 1156
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,501077712468,Virtuv. svarst. SALTER 1066 WHDR15,1066 WHDR15
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,498802836728,Automagnetola PIONEER DEH-S100UB,DEH-S100UB
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,498802825463,"Ausinės PIONEER SE-M521 ant ausų, juodos",SE-M521 ant ausų
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,477901862105,"Bulvių tarkavimo mašinos ""Migiris"" varžt",Bulvių tarkavimo
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400638706154,Filtruojanti gertuvė BRITA Fill&Go VITAL,Filtruojanti ger
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,400814602440,Grilis SEVERIN RG 2394,RG 2394
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,401349604593,Išmanusis laikrodis FOSSIL Q EXPLORIST G,Q EXPLORIST GEN 
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,401460700442,Elektrinio dviračio baterija Akku SAMSUN,Elektrinio dvira
690144327725,39.0,1,Vnt.,TG057,421395.0,"Dėkliukas HUAWEI P30 PRO (Vogue) Smart View Flip Cover, juodas",LOG BENDRAS,Sujungta,40,690144327725,Dėkliukas HUAWEI P30 PRO (Vogue) Smart V,P30 PRO (Vogue) 
421020107267,6.0,1,Vnt.,TG022,402275.0,Tinklelis BRAUN 2000/ 20S + peiliukai,LOG BENDRAS,Sujungta,7,421020107267,Tinklelis BRAUN 2000/ 20S + peiliukai,2000/20S  MULTI
690144315671,26.0,1,Vnt.,TG057,402319.0,"Įkroviklis HUAWEI SuperCharge AP81, baltas",LOG BENDRAS,Sujungta,27,690144315671,"Įkroviklis HUAWEI SuperCharge AP81, balt",Įkroviklis HUAWE
690144329157,40.0,1,Vnt.,TG057,421391.0,"Dėkliukas HUAWEI P30 (Elle), nugarėlė, skaidri",LOG BENDRAS,Sujungta,41,690144329157,"Dėkliukas HUAWEI P30 (Elle), nugarėlė, s","P30 (Elle), nuga"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,401460700640,"Elektrinio dviračio baterija, Akku SAMSU",Elektrinio dvira
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,401558888387,Masažinė vonelė MEDISANA FS 883,FS 883
690144320902,1.0,1,Vnt.,TG057,402341.0,"Dėkliukas HUAWEI P SMART, nugarėlė, apsauganti, juoda",LOG BENDRAS,Sujungta,2,690144320902,"Dėkliukas HUAWEI  P SMART, nugarėlė, aps",Dėkliukas HUAWEI
690144322519,1.0,-1,Vnt.,TG057,402352.0,Mobilusis telefonas HUAWEI Y6 (2018) Blue,LOG BENDRAS,Sujungta,0,690144322519,Mob.tel. HUAWEI Y6 (2018) Blue,Y6 (2018) Blue
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,404415509841,Ausinės SENNHEISER Momentum2 (506381) ga,Momentum2 (50638
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,421020107291,Tinklelis BRAUN 8000/51S + peiliukai,8000/51S
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,421020112845,Dantų šepetėlis Oral-B Stages Power Cars, Stages Power Ca
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,421020116252,Dantų šepetėlis ORAL-B PRO750 Black,PRO750 Black
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,421020122299,Epiliatorius BRAUN SES9995 + veido/kūno,SES9995 + veido/
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,424200265294,Virtuvinis kombainas BOSCH MUM4855,MUM4855
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,424200284882,Kaitlentė BOSCH PXE651FC1E,PXE651FC1E
690144325931,49.0,1,Vnt.,TG057,421373.0,"Bevielis įkroviklis HUAWEI CP60, baltas",LOG BENDRAS,Sujungta,50,690144325931,"Bevielis įkroviklis HUAWEI CP60, baltas",CP60
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,424200287088,Kaitlentė BOSCH PWP631BB1E,PWP631BB1E
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,424200420339,Kaitlentė NEFF TDS2649N (T26DS49N0D),TDS2649N (T26DS4
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,426040357097,"HDD dėklas RIVA Davos 9101 2,5"" mėlynas","Davos 9101 2,5"" "
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,454873604580,"Ausinės SONY MDRXB550APG, ant ausų, žali","MDRXB550APG, ant"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,454873606376,"Ausinės SONY WI-C400R į ausis, belaidės,",WI-C400R į ausis
590143659084,24.0,1,Vnt.,TG025,421364.0,Nešiojamas šaldytuvas CAMRY CR 93,LOG BENDRAS,Sujungta,25,590143659084,Nešiojamas šaldytuvas CAMRY CR 93,CR 93
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,477085535127,Kavos pupelės KAVOS BANKAS India Plantat,India Plantation
641041272050,1.0,1,Vnt.,TG077,420888.0,Žvejybinis valas APAJA 3 vnt po 100m,LOG BENDRAS,Sujungta,2,641041272050,Žvejybinis valas APAJA 3 vnt po 100m,Žvejybinis valas
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,001901989146,"Išmanusis laikrodis APPLE Watch 4 GPS, 4","Watch 4 GPS, 40m"
800007002741,1.0,1,Vnt.,TG083,403375.0,Kavos pupelės Lavazza Classico Caffe Crema 1 kg,LOG BENDRAS,Sujungta,2,800007002741,Kavos pupelės Lavazza Classico Caffe Cre,Kavos pupelės La
322161400319,6.0,1,Vnt.,TG158,401122.0,Dulkių siurblys TEFAL TW7681,LOG BENDRAS,Sujungta,7,322161400319,Dulkių siurblys TEFAL TW7681,TW7681
400650812213,9.0,1,Vnt.,TG096,403547.0,Filtrai kavai MELITTA 1x4/40,LOG BENDRAS,Sujungta,10,400650812213,Filtrai kavai MELITTA 1x4/40,1x4/40
803323733162,3.0,1,Vnt.,TG077,404370.0,"Kavinukas Espresso MISS MOKA PRESTIGE, 2 puod.",LOG BENDRAS,Sujungta,4,803323733162,"Kavinukas Espresso MISS MOKA PRESTIGE, 2",Kavinukas Espres
590248001325,1.0,-1,Vnt.,TG077,403368.0,Kavos kapsulės Rene Nespresso Espresso Guatemala 10 vnt.,LOG BENDRAS,Sujungta,0,590248001325,Kavos kapsulės Rene Nespresso Espresso G,Kavos kapsulės R
692528192858,4.0,1,Vnt.,TG066,401089.0,"Ausinės JBL JR300, ant ausų, mėlynos",LOG BENDRAS,Sujungta,5,692528192858,"Ausinės JBL JR300, ant ausų, mėlynos","JR300, ant ausų,"
692528192857,9.0,1,Vnt.,TG066,401091.0,"Ausinės JBL JR300, ant ausų, raudonos",LOG BENDRAS,Sujungta,10,692528192857,"Ausinės JBL JR300, ant ausų, raudonos",Ausinės JBL JR30
509920601914,53.0,1,Vnt.,TG090,403309.0,"Pelė LOGITECH M100, laidinė USB, juoda",LOG BENDRAS,Sujungta,54,509920601914,"Pelė LOGITECH M100, laidinė USB, juoda","M100, laidinė US"
692528193016,1.0,1,Vnt.,TG066,401095.0,"Ausinės JBL E65BTNC ant ausų, bluetooth, su mikrofonu, baltos",LOG BENDRAS,Sujungta,2,692528193016,"Ausinės JBL E65BTNC ant ausų, bluetooth,",E65BTNC ant ausų
316843022417,4.0,1,Vnt.,TG158,401098.0,Keptuvė TEFAL DUETTO 28 cm A7040684,LOG BENDRAS,Sujungta,5,316843022417,Keptuvė TEFAL DUETTO 28 cm A7040684,Keptuvė TEFAL DU
424200287111,2.0,1,Vnt.,TG021,420667.0,Kaitlentė BOSCH PXX675FC1E,LOG BENDRAS,Sujungta,3,424200287111,Kaitlentė BOSCH PXX675FC1E,PXX675FC1E
424200280291,10.0,1,Vnt.,TG021,420668.0,Kaitlentė BOSCH PRP6A6D70,LOG BENDRAS,Sujungta,11,424200280291,Kaitlentė BOSCH PRP6A6D70,PRP6A6D70
424200294649,1.0,1,Vnt.,TG021,420671.0,Garų surinktuvas BOSCH DII31RV60,LOG BENDRAS,Sujungta,2,424200294649,Garų surinktuvas BOSCH DII31RV60,DII31RV60
477904324079,7.0,1,Vnt.,TG124,403783.0,"Ketaus kepimo grotelės PROflame EXPERT 16""",LOG BENDRAS,Sujungta,8,477904324079,Ketaus kepimo grotelės PROflame EXPERT 1,Ketaus kepimo gr
400251483310,1.0,1,Vnt.,TG098,420676.0,Kaitlentė MIELE KM 6117 EDST,LOG BENDRAS,Sujungta,2,400251483310,Kaitlentė MIELE KM 6117 EDST,KM 6117 EDST
400814602587,21.0,1,Vnt.,TG146,400039.0,"Dulkių siurblys SEVERIN SC 7148, baltas",LOG BENDRAS,Sujungta,22,400814602587,"Dulkių siurblys SEVERIN SC 7148, baltas","SC 7148, baltas"
400251582641,4.0,1,Vnt.,TG098,420682.0,Dulkių siurblys MIELE SKMF3 Blizzard CX1 Comfort Obsidian black PowerLine,LOG BENDRAS,Sujungta,5,400251582641,Dulkių siurblys MIELE SKMF3 Blizzard CX1,SKMF3 Blizzard C
880632338525,31.0,1,Vnt.,TG028,420688.0,Dulkių siurblys DAEWOO RC-2200SA/2A,LOG BENDRAS,Sujungta,32,880632338525,Dulkių siurblys DAEWOO RC-2200SA/2A,RC-2200SA/2A
869084201346,8.0,1,Vnt.,TG299,420690.0,Garų surinktuvas BEKO CFB6310X,LOG BENDRAS,Sujungta,9,869084201346,Garų surinktuvas BEKO CFB6310X,CFB 6310 X
869084212790,14.0,1,Vnt.,TG299,420691.0,Kaitlentė BEKO HILG64225S,LOG BENDRAS,Sujungta,15,869084212790,Kaitlentė BEKO HILG64225S,HILG64225S
322161400159,7.0,1,Vnt.,TG158,401123.0,Dulkių siurblys TEFAL TW6951,LOG BENDRAS,Sujungta,8,322161400159,Dulkių siurblys TEFAL TW6951,TW6951
869084208915,30.0,1,Vnt.,TG299,420699.0,Mikrobangų krosnelė BEKO MOF23110X,LOG BENDRAS,Sujungta,31,869084208915,Mikrob. krosnelė BEKO MOF23110X,MOF23110X
869084214356,1.0,1,Vnt.,TG299,420700.0,Garų surinktuvas BEKO HCB62741BGH,LOG BENDRAS,Sujungta,2,869084214356,Garų surinktuvas BEKO HCB62741BGH,HCB62741BGH
322161400163,6.0,1,Vnt.,TG158,401126.0,Dulkių siurblys TEFAL TW6886,LOG BENDRAS,Sujungta,7,322161400163,Dulkių siurblys TEFAL TW6886,TW6886
454873607063,1.0,-1,Vnt.,TG150,400349.0,"Ausinės SONY WI-C300R į ausis, belaidės, raudonos",LOG BENDRAS,Sujungta,0,454873607063,"Ausinės SONY WI-C300R į ausis, belaidės,",Ausinės SONY WI-
424200294651,1.0,1,Vnt.,TG021,420713.0,Garų surinktuvas BOSCH DWF97KM60,LOG BENDRAS,Sujungta,2,424200294651,Garų surinktuvas BOSCH DWF97KM60,DWF97KM60
424200294661,3.0,1,Vnt.,TG021,420714.0,Garų surinktuvas BOSCH DWI37JM60,LOG BENDRAS,Sujungta,4,424200294661,Garų surinktuvas BOSCH DWI37JM60,DWI37JM60
477904324046,3.0,1,Vnt.,TG124,400819.0,Grilio kilimėlis PROflame EXPERT PFE-GM1,LOG BENDRAS,Sujungta,4,477904324046,Grilio kilimėlis PROflame EXPERT PFE-GM1,PFE-GM1
400650820203,10.0,1,Vnt.,TG096,403535.0,Pieno sistemos valymo sk. MELITTA 250 ml,LOG BENDRAS,Sujungta,11,400650820203,Pieno sistemos valymo sk. MELITTA 250 ml,250 ml
424200295114,11.0,1,Vnt.,TG021,420637.0,Kaitlentė BOSCH PUE612FF1J,LOG BENDRAS,Sujungta,12,424200295114,Kaitlentė BOSCH PUE612FF1J,PUE612FF1J
733254347597,7.0,1,Vnt.,TG038,420636.0,Kaitlentė ELECTROLUX EGC3322NVK,LOG BENDRAS,Sujungta,8,733254347597,Kaitlentė ELECTROLUX EGC3322NVK,EGC3322NVK
301666114915,82.0,1,Vnt.,TG158,401035.0,Trintuvas TEFAL HB656838,LOG BENDRAS,Sujungta,83,301666114915,Trintuvas TEFAL HB656838,HB656838
695417683221,137.0,1,Vnt.,TG187,420489.0,"Kartotuvas Xiaomi Mi Wifi 2, baltas",LOG BENDRAS,Sujungta,138,695417683221,"Kartotuvas Xiaomi Mi Wifi 2, baltas",Kartotuvas Xiaom
421112560631,3.0,1,Vnt.,TG245,404224.0,Aromato skleidiklis difuzorius BEURER LA30,LOG BENDRAS,Sujungta,4,421112560631,Aromato skleidiklis difuzorius BEURER LA,LA30
402071680483,58.0,1,Vnt.,TG309,420461.0,Nešiojamas šaldytuvas MIRABELLE E24M,LOG BENDRAS,Sujungta,59,402071680483,Nešiojamas šaldytuvas MIRABELLE E24M,E24M
400814632560,1.0,-1,Vnt.,TG146,400106.0,Laidynė SEVERIN BA 3256,LOG BENDRAS,Sujungta,0,400814632560,Laidynė SEVERIN BA 3256,BA 3256
400814600966,24.0,1,Vnt.,TG146,400102.0,Fritiūrinė SEVERIN FR 2431,LOG BENDRAS,Sujungta,25,400814600966,Fritiūrinė SEVERIN FR 2431,FR 2431
400272000850,30.0,1,Vnt.,TG096,403695.0,Kavos pupelės MELITTA BellaCrema Speciale 1kg,LOG BENDRAS,Sujungta,31,400272000850,Kavos pupelės MELITTA BellaCrema Special,Kavos pupelės ME
690182008730,7.0,1,Vnt.,TG133,403489.0,"Kompiuterio krepšys RIVA Tivoli 8730 pilkas 15,6""",LOG BENDRAS,Sujungta,8,690182008730,Kompiuterio krepšys RIVA Tivoli 8730 pil,Tivoli 8730 pilk
880608844083,5.0,1,Vnt.,TG141,400317.0,Monitorius SAMSUNG Gaming S24D330H,LOG BENDRAS,Sujungta,6,880608844083,Monitorius SAMSUNG Gaming LS24D330HSX,Gaming LS24D330H
599727238691,20.0,1,Vnt.,TG298,404162.0,Oro sausintuvas HENKEL STOP Humidity AERO 360 + TAB 450 g 36MH0222,LOG BENDRAS,Sujungta,21,599727238691,Oro sausintuvas HENKEL STOP Humidity AER,STOP Humidity AE
692528193725,6.0,1,Vnt.,TG066,400861.0,"Ausinės JBL Endurance Sprint į ausis, atsparios vandeniui, bluetooth, juoda/žalia",LOG BENDRAS,Sujungta,7,692528193725,"Ausinės JBL Endurance Sprint į ausis, at",Endurance Sprint
402071680259,185.0,1,Vnt.,TG045,420454.0,Nešiojamas šaldytuvas EZetil E32 M 12/230V ssbf manual control,LOG BENDRAS,Sujungta,186,402071680259,Nešiojamas šaldytuvas EZetil E32 M 12/23,E32 M
690180107460,4.0,1,Vnt.,TG133,403485.0,Kuprinė fotoaparatui RIVA Green Mantis 7460 (PS) juodas,LOG BENDRAS,Sujungta,5,690180107460,Kuprinė fotoaparatui RIVA Green Mantis 7,Green Mantis 746
690210117205,8.0,1,Vnt.,TG133,403481.0,"Dėklas fotoaparatui RIVA Ipanema 7205A-01 (PS), juodas",LOG BENDRAS,Sujungta,9,690210117205,Dėklas fotoaparatui RIVA Ipanema 7205A-0,Ipanema 7205A-01
803322460606,72.0,1,Vnt.,TG082,403679.0,Vandens filtravimo kasetė LAICA F0A3,LOG BENDRAS,Sujungta,73,803322460606,Vandens filtravimo kasetė LAICA F0A3,F0A3
400251548848,23.0,1,Vnt.,TG098,403473.0,Dulkių maišelis MIELE HyClean FJM 3D 09917710,LOG BENDRAS,Sujungta,24,400251548848,Dulkių maišelis MIELE HyClean FJM 3D 099,HyClean FJM 3D 0
303005009209,94.0,1,Vnt.,TG001,400920.0,Plaukų džiovintuvas BABYLISS D302E/D302RE,LOG BENDRAS,Sujungta,95,303005009209,Plaukų džiovintuvas BABYLISS D302E/D302R,D302E
400920800751,22.0,1,Vnt.,TG126,400775.0,"Dviračio šalmas PROPHETE vaikiškas, 48-52 cm",LOG BENDRAS,Sujungta,23,400920800751,"Dviračio šalmas PROPHETE vaikiškas, 48-5","vaikiškas, 48-52"
734005535511,1.0,-1,Vnt.,TG094,403820.0,Kolonėlė MARSHALL KILBURN II BLACK EU juoda,LOG BROKAS,Sujungta,0,734005535511,Kolonėlė MARSHALL KILBURN II BLACK EU ju,Kolonėlė MARSHAL
878615024281,1.0,-1,Vnt.,TG148,403525.0,"Ausinės SKULLCANDY JIB į ausis, juodos",LOG BENDRAS,Sujungta,0,878615024281,"Ausinės SKULLCANDY JIB į ausis, juodos","JIB į ausis, juo"
400251551441,3.0,1,Vnt.,TG098,420593.0,Garų surinktuvas MIELE DA 6096 W Blackwing,LOG BENDRAS,Sujungta,4,400251551441,Garų surinktuvas MIELE DA 6096 W Blackwi,DA 6096 W Blackw
477019220074,3.0,1,Vnt.,TG081,403857.0,LABAS komplektas POMPA/ LABAS komplektas 2 GB,LOG BENDRAS,Sujungta,4,477019220074,LABAS komplektas POMPA/ LABAS komplektas,LABAS komplektas
400251577394,1.0,1,Vnt.,TG098,420603.0,Garų surinktuvas MIELE DA 1260,LOG BENDRAS,Sujungta,2,400251577394,Garų surinktuvas MIELE DA 1260,DA 1260
763003038436,1.0,-1,Vnt.,TG109,403416.0,Kava NESPRESSO Pure Origin Bukeela ka Ethiopia 10 kaps.,LOG BENDRAS,Sujungta,0,763003038436,Kavos kapsulės NESPRESSO Pure Origin Buk,Pure Origin Buke
690180107412,8.0,1,Vnt.,TG133,403398.0,Dėklas fotoaparatui RIVA Green Mantis 7412 (PS) juodas,LOG BENDRAS,Sujungta,9,690180107412,Dėklas fotoaparatui RIVA Green Mantis 74,Green Mantis 741
690180107440,1.0,1,Vnt.,TG133,403397.0,Dėklas fotoaparatui RIVA Green Mantis 7440 (PS) juodas,LOG BENDRAS,Sujungta,2,690180107440,Dėklas fotoaparatui RIVA Green Mantis 74,Green Mantis 744
424200506427,17.0,-1,Vnt.,TG021,403129.0,Nukalkinimo tabletės BOSCH TCZ8002N,LOG BENDRAS,Sujungta,16,424200506427,Nukalkinimo tabletės BOSCH TCZ8002N,Nukalkinimo tabl
733254362262,12.0,1,Vnt.,TG038,420715.0,Kaitlentė ELECTROLUX LIV63430BW,LOG BENDRAS,Sujungta,13,733254362262,Kaitlentė ELECTROLUX LIV63430BW,LIV63430BW
400849626162,284.0,1,Vnt.,TG173,404004.0,"Elementai VARTA A23 (V23GA), 1 vnt. / alkaline, 12 V",LOG BENDRAS,Sujungta,285,400849626162,"elementai VARTA A23 (V23GA), 1 vnt. / al","A23 (V23GA), 1 v"
880164341196,17.0,1,Vnt.,TG141,403595.0,"Atm.kort. SAMSUNG MicroSDXC 512GB Cl.10 ""EVO+"" + adapt / MB-MC512GA/EU",LOG BENDRAS,Sujungta,18,880164341196,Atm.kort. SAMSUNG MicroSDXC 512GB Cl.10,Atm.kort. SAMSUN
454873607177,52.0,1,Vnt.,TG150,400387.0,"Ausinės SONY WH-CH500L ant ausų, belaidės, mėlynos",LOG BENDRAS,Sujungta,53,454873607177,"Ausinės SONY WH-CH500L ant ausų, belaidė",WH-CH500L ant au
454873604168,14.0,1,Vnt.,TG150,400391.0,Garso sistema SONY HT-RT4,LOG BENDRAS,Sujungta,15,454873604168,Garso sistema SONY HT-RT4,HT-RT4
502523280308,2.0,1,Vnt.,TG118,402827.0,Telefonas PANASONIC KX-TGC220FXB,LOG BENDRAS,Sujungta,3,502523280308,Telefonas PANASONIC KX-TGC220FXB,KX-TGC220FXB
502523279688,14.0,1,Vnt.,TG118,402824.0,Telefonas PANASONIC KX-TGC210FXW,LOG BENDRAS,Sujungta,15,502523279688,Telefonas PANASONIC KX-TGC210FXW,KX-TGC210FXW
880608621601,69.0,1,Vnt.,TG141,403709.0,Dulkių maišelis SAMSUNG VCA-VP54B/XSB,LOG BENDRAS,Sujungta,70,880608621601,Dulkių maišelis SAMSUNG VCA-VP54B/XSB,VCA-VP54B/XSB
590600623218,11.0,1,Vnt.,TG319,420839.0,Kaitlentė HANSA BHI68077,LOG BENDRAS,Sujungta,12,590600623218,Kaitlentė HANSA BHI68077,BHI68077
